ReservableOptionMarketGroupId,actual_total,teacher_forced_total_pred,recursive_total_pred,teacher_forced_row_mae,recursive_row_mae,recursive_vs_teacher_forced_gap
Benelux-Quaquaval-Sizzlipede-Mobile-2024-02-19,1.0,1.1712433095902162,9.845805710227257,0.026296546278882643,0.19252461870546736,-8.67456240063704
Benelux-Hakamoo-Turtonator-Permanent-2024-07-08,24.0,24.670186745358563,8.560000346089751,0.303855104726959,0.583108842135883,16.110186399268812
Domestic-Obstagoon-Finneon-Static-2024-06-24,109.0,108.42913949820974,7.953240282145496,0.7382332405814891,2.2031164213697414,100.47589921606424
